LotArea,SalePrice,Rooms,HasGarage,NoiseFeature,Neighborhood,Condition,Description,SaleDate,ImagePath
5013,197976.18065171677,7,0,-0.24134277240300922,D,Excellent,renovated modern garden central renovated,2004-06-03,house_images/img_193.png
2070,77694.8470491598,5,1,2.0528416130798712,C,Excellent,renovated near school garage renovated modern renovated renovated quiet big kitchen,2017-05-29,house_images/img_194.png
2147,178381.52955608175,6,0,0.6442915262612541,B,Fair,renovated spacious renovated quiet sunny garage garden central cozy garage beautiful view,2010-04-12,house_images/img_195.png
6472,161513.67216232937,8,0,0.6566942596644293,C,Poor,beautiful view luxury garage garden spacious central garden central garden central quiet,2015-05-06,house_images/img_196.png
11370,217432.93775385222,8,1,1.3658653351859897,D,Good,sunny bright cozy central modern big kitchen sunny near school bright,2012-02-11,house_images/img_197.png
10905,172782.72930526838,3,0,1.6307349546363734,A,Good,cozy cozy bright modern luxury garden modern spacious near school spacious central,2006-04-21,house_images/img_198.png
7567,100054.02104501301,7,1,0.26183898640638015,B,Fair,beautiful view bright garage luxury cozy bright central renovated near school garden,2015-01-28,house_images/img_199.png
5136,296050.62551651197,1,1,0.7969054413769378,A,Fair,near school modern garage sunny beautiful view modern sunny quiet spacious,2011-07-23,house_images/img_200.png
439,150352.10868403752,1,1,1.396341493160928,B,Excellent,bright near school garden central cozy spacious near school,2013-04-24,house_images/img_201.png
881,160547.91779678233,7,1,-1.161811076361437,A,Poor,cozy spacious garden quiet central modern big kitchen beautiful view cozy,2010-01-03,house_images/img_202.png
11441,102065.08943507905,9,0,-1.7295023996326477,B,Excellent,bright central renovated garage garden quiet luxury bright quiet cozy near school modern,2015-07-10,house_images/img_203.png
4662,130399.60174982203,7,0,-0.0575539204059049,B,Fair,bright bright beautiful view garden garden renovated luxury bright,2009-04-18,house_images/img_204.png
46,104568.60508669555,5,0,-1.7534913574193798,C,Excellent,bright sunny beautiful view modern garden cozy sunny,2014-07-29,house_images/img_205.png
534,149272.2307688992,8,0,-0.3139950963079523,A,Good,sunny cozy cozy beautiful view modern,2014-06-27,house_images/img_206.png
5445,383024.5020246248,2,0,0.31437353419913744,C,Good,spacious beautiful view spacious quiet renovated big kitchen spacious sunny,2016-01-11,house_images/img_207.png
25,81965.14939559129,9,0,-0.2756387660551266,C,Excellent,sunny luxury spacious big kitchen luxury beautiful view big kitchen beautiful view central sunny,2000-08-04,house_images/img_208.png
876,72636.24372193165,6,1,-0.14159304810369086,A,Poor,big kitchen quiet renovated bright luxury renovated beautiful view,2009-01-29,house_images/img_209.png
3978,339620.8623799956,9,1,-1.001666513620925,B,Excellent,sunny big kitchen luxury cozy bright bright modern luxury spacious luxury cozy,2003-09-21,house_images/img_210.png
5886,146581.68977580452,2,1,0.7881435439709441,C,Excellent,renovated garage quiet quiet garage cozy luxury quiet garage sunny cozy,2010-05-02,house_images/img_211.png
5277,116478.69161540868,3,0,-1.0634633671223397,A,Poor,garage bright cozy garden big kitchen garden near school bright,2014-10-31,house_images/img_212.png
1269,273745.0133018661,8,1,-2.1029017310550335,B,Poor,modern sunny beautiful view renovated sunny garage,2013-06-28,house_images/img_213.png
6227,120233.65218150037,1,1,-0.20733877253321994,C,Poor,beautiful view garden spacious central bright bright luxury renovated sunny renovated sunny beautiful view,2011-09-17,house_images/img_214.png
1354,405552.19292629627,7,1,0.915019924919956,C,Good,central spacious modern sunny spacious big kitchen,2012-02-16,house_images/img_215.png
1968,228424.93782336608,7,1,0.07983079188297652,C,Excellent,cozy modern cozy central bright bright near school modern bright garage luxury,2012-08-11,house_images/img_216.png
6861,127522.01507460514,1,1,-1.164797015080235,B,Fair,bright quiet luxury spacious cozy spacious spacious central renovated garden renovated,2012-04-05,house_images/img_217.png
5243,478616.1062025996,9,1,0.10195096740633612,C,Poor,garage sunny garden near school spacious renovated sunny,2005-03-11,house_images/img_218.png
9459,120227.67772339498,8,0,0.43830370476834984,B,Poor,spacious big kitchen garage quiet beautiful view garage,2012-02-14,house_images/img_219.png
5359,235872.736397222,4,1,0.09031669151892624,D,Excellent,garden spacious modern garden big kitchen renovated near school modern,2014-06-20,house_images/img_220.png
4200,189027.2172340586,5,0,-0.2645842468885863,C,Fair,luxury renovated sunny near school luxury cozy garage beautiful view spacious garden big kitchen renovated,2014-09-05,house_images/img_221.png
491,312035.0014703864,2,1,0.4860386816427485,D,Excellent,garage quiet central central big kitchen cozy modern cozy,2002-06-18,house_images/img_222.png
2292,355313.43640474166,9,1,-1.7384269028201453,A,Excellent,modern big kitchen quiet quiet renovated big kitchen sunny,2001-10-03,house_images/img_223.png
1540,165380.15533435022,6,1,-0.8939553907625805,C,Poor,beautiful view bright bright renovated modern renovated garden modern sunny bright,2014-08-21,house_images/img_224.png
1398,111668.62561732187,3,1,-1.3052080978053102,A,Poor,near school luxury near school cozy garage quiet near school big kitchen garden beautiful view quiet big kitchen,2012-12-12,house_images/img_225.png
18061,204840.3289514008,7,1,1.3483863719881566,A,Good,spacious garden beautiful view renovated quiet sunny big kitchen modern near school garden renovated,2009-12-06,house_images/img_226.png
2496,115976.43641772198,9,1,0.7120317209883875,A,Fair,cozy garage near school sunny quiet near school garden garden bright,2018-01-20,house_images/img_227.png
11130,445384.674030937,3,1,0.1851250343140176,D,Fair,modern quiet garden sunny central cozy central garage,2000-07-14,house_images/img_228.png
4986,174253.71799773086,2,1,-1.4506216533528082,B,Poor,central quiet sunny big kitchen quiet luxury spacious sunny central near school beautiful view renovated,2005-03-08,house_images/img_229.png
7919,135582.9927390414,7,1,0.7441477889481191,D,Poor,modern modern cozy cozy spacious sunny garage big kitchen beautiful view big kitchen renovated quiet,2008-12-19,house_images/img_230.png
3492,178499.3346836562,7,0,1.3865401349918163,D,Poor,cozy luxury sunny bright quiet big kitchen,2011-02-02,house_images/img_231.png
4300,82986.80143140475,4,0,0.5714947364635622,A,Fair,renovated beautiful view renovated near school garden cozy modern spacious bright spacious garden big kitchen,2012-06-19,house_images/img_232.png
3391,100126.83194120704,9,1,-0.03517741650355717,C,Good,spacious modern garage bright cozy central big kitchen,2013-06-26,house_images/img_233.png
1086,296619.94562251715,8,0,0.6317180318506153,B,Fair,quiet bright central garden sunny modern garden,2006-04-23,house_images/img_234.png
6408,117190.12097080564,1,1,0.2729161142526889,A,Poor,renovated cozy modern big kitchen garage beautiful view renovated quiet big kitchen central bright near school,2009-11-09,house_images/img_235.png
1647,96427.28776644154,1,0,0.9260762336397387,B,Poor,spacious cozy garage beautiful view central,2009-02-25,house_images/img_236.png
123,212846.46778512181,5,0,0.9036856417929532,D,Good,renovated beautiful view quiet big kitchen big kitchen,2005-08-18,house_images/img_237.png
5184,294446.34559159074,6,0,-0.22106553661032657,B,Excellent,garage bright renovated near school beautiful view garden quiet bright spacious spacious cozy near school,2007-09-09,house_images/img_238.png
974,233159.17535488616,3,1,-0.6606413828841099,B,Excellent,quiet quiet quiet garage garage quiet big kitchen garden spacious renovated near school,2003-05-09,house_images/img_239.png
14105,267807.53349769925,9,1,-0.3998229406861777,C,Fair,big kitchen bright quiet spacious renovated cozy cozy,2002-06-05,house_images/img_240.png
15387,111480.22007504624,6,1,0.5358503350049342,A,Excellent,quiet bright garage quiet big kitchen beautiful view beautiful view bright central,2001-01-27,house_images/img_241.png
12317,79945.03912585661,4,1,-0.3394396517978083,B,Excellent,sunny modern luxury central luxury cozy garden garden garden big kitchen,2004-08-02,house_images/img_242.png
2311,344781.7289135656,7,1,-0.7505296181538237,B,Fair,garage quiet spacious modern modern near school bright quiet,2008-09-25,house_images/img_243.png
77,138504.77500407322,8,1,-0.0009533712532066398,D,Poor,quiet spacious modern beautiful view quiet sunny spacious modern spacious big kitchen renovated,2006-09-12,house_images/img_244.png
13177,143570.7884384612,9,1,1.1074569306689515,D,Excellent,central cozy garage sunny near school,2010-09-10,house_images/img_245.png
2794,316189.5235717695,6,1,0.13510806713406354,B,Poor,garden central garden bright garden near school central bright garden beautiful view garage big kitchen,2017-09-22,house_images/img_246.png
17004,214940.1733073066,6,0,-0.2762179960004274,A,Fair,modern central spacious bright renovated quiet quiet modern garage renovated sunny garage,2009-02-20,house_images/img_247.png
16568,204422.43387125336,8,0,0.320431792946765,B,Poor,beautiful view big kitchen central bright garden modern cozy,2009-10-31,house_images/img_248.png
9586,480460.92014969676,5,0,0.0840392090498677,B,Poor,luxury quiet bright near school big kitchen luxury spacious quiet spacious luxury luxury,2010-04-24,house_images/img_249.png
1743,117976.51813747267,3,1,-1.933637041009678,C,Fair,central modern spacious big kitchen central garden spacious big kitchen modern spacious near school spacious,2006-12-02,house_images/img_250.png
2431,258828.26830907178,3,0,0.6967591430191588,A,Poor,beautiful view bright garage quiet big kitchen garden spacious,2005-12-21,house_images/img_251.png
9523,167461.13315376136,6,0,0.40745843994710923,C,Excellent,spacious spacious luxury luxury garage spacious near school garden central cozy renovated sunny,2010-04-22,house_images/img_252.png
1905,186147.77740661066,2,1,0.016171798945745924,A,Excellent,big kitchen bright near school garage big kitchen,2013-09-20,house_images/img_253.png
928,349491.39281230397,6,1,1.0623567007229204,A,Excellent,luxury luxury renovated luxury sunny luxury bright,2013-10-09,house_images/img_254.png
4068,209801.65809801233,6,0,1.212999364250198,A,Excellent,cozy luxury central renovated modern renovated central near school,2000-12-20,house_images/img_255.png
13756,213021.42777722699,8,1,0.7987686614735513,C,Poor,spacious luxury spacious cozy quiet spacious garage,2007-03-16,house_images/img_256.png
5954,278243.9897305483,7,1,-0.8503008160355342,C,Excellent,sunny spacious sunny modern modern sunny quiet sunny garage cozy garden,2004-03-01,house_images/img_257.png
4220,135607.99802422334,8,1,-0.8157111106269598,C,Poor,beautiful view beautiful view quiet sunny big kitchen renovated quiet garage,2007-04-26,house_images/img_258.png
511,106979.78456873441,9,1,1.1173355400019835,D,Good,garden cozy beautiful view beautiful view big kitchen beautiful view sunny garden garage,2008-09-13,house_images/img_259.png
4772,96528.67592124383,6,0,-1.8772239269451998,C,Poor,quiet modern sunny garage bright modern cozy renovated near school big kitchen big kitchen,2006-05-26,house_images/img_260.png
23052,60889.845869909186,3,0,-0.14884751516211372,D,Excellent,central sunny big kitchen spacious modern quiet big kitchen,2019-01-29,house_images/img_261.png
754,455023.1450905246,3,1,0.4398258070310824,D,Good,garden big kitchen garden garden luxury spacious big kitchen big kitchen bright spacious,2001-09-20,house_images/img_262.png
3652,93750.83187617516,1,1,-1.7504077354475045,D,Fair,garage sunny luxury near school modern garden sunny renovated near school,2007-05-03,house_images/img_263.png
10493,145709.93649948138,5,1,0.2343432388502992,B,Poor,luxury quiet big kitchen big kitchen garden garden garage cozy modern cozy,2014-06-02,house_images/img_264.png
6750,141717.84460769992,4,1,0.9544290765859523,B,Excellent,spacious bright bright near school garage central spacious cozy modern modern bright cozy,2012-02-09,house_images/img_265.png
5970,189795.6695245047,9,1,-1.4855760701034757,B,Excellent,quiet luxury bright central bright central garage garage sunny,2003-12-09,house_images/img_266.png
6061,244719.66410853746,9,0,1.6581702066941584,D,Excellent,garage central central garden renovated spacious quiet central luxury garden garden big kitchen,2017-05-24,house_images/img_267.png
2227,250255.2670677797,5,1,-1.00983007609891,D,Fair,spacious cozy modern near school quiet,2003-11-22,house_images/img_268.png
1737,121596.23437398823,4,1,0.57473624647703,A,Good,modern sunny beautiful view central quiet beautiful view beautiful view garden,2003-01-31,house_images/img_269.png
8286,149707.57092449092,7,0,-0.08359642835863292,D,Good,bright beautiful view big kitchen bright sunny garage,2007-05-07,house_images/img_270.png
8306,187454.2276225358,6,1,0.06951562370045135,B,Excellent,sunny spacious beautiful view luxury central quiet cozy central garage central bright cozy,2004-11-15,house_images/img_271.png
10089,143724.62723772853,4,0,-1.2834951356741566,D,Poor,garden sunny central spacious quiet central modern bright garage,2004-03-11,house_images/img_272.png
12223,363550.24355378485,2,0,1.260472962353059,D,Excellent,beautiful view beautiful view beautiful view cozy bright garage central,2005-03-29,house_images/img_273.png
3580,208040.38028334506,1,0,0.3258834633502335,A,Excellent,garden luxury garage near school quiet modern garden beautiful view garage,2003-05-17,house_images/img_274.png
3480,235023.05460698289,4,1,1.620840176903156,D,Poor,central bright big kitchen cozy near school spacious renovated quiet sunny renovated,2005-05-10,house_images/img_275.png
